constant folder exists!
system folder exists!
constant/polyMesh folder exists!
Everything is clear!
I am the mesh constructor
Mesh was read successfully!


 Cell Volumes            Cell Centers
2.63778e-05          [ 0.80499 0.433127 0.0794168 ]

0.00200233          [ 0.00619198 0.00500951 0.00113299 ]

2.11689e-05          [ 1.21511 0.938867 0.1375 ]

0.0085283          [ 0.00358936 0.00306464 0.00031895 ]

0.00292949          [ 0.00458407 0.0104493 0.000928525 ]

0.00417123          [ 0.00626582 0.0021466 0.000652111 ]

0.000378339          [ 0.0236665 0.0354945 0.00718959 ]

0.00307474          [ 0.00504977 0.00876525 0.000854796 ]

0.00423739          [ 0.00665537 0.00558916 0.000648017 ]

2.05316e-05          [ 0.591035 0.81544 0.1375 ]

0.00243644          [ 0.00981802 0.00489185 0.00113872 ]

2.58223e-05          [ 1.6047 1.41064 0.1375 ]

0.00155579          [ 0.0201922 0.0172719 0.00172525 ]

0.00191451          [ 0.00794917 0.0216438 0.00185456 ]

0.00504996          [ 0.00241 0.00622082 0.000531515 ]

0.0024233          [ 0.0150315 0.00421222 0.00146518 ]

1.95209e-05          [ 1.37655 0.390708 0.1375 ]

0.00286938          [ 0.00355738 0.00530385 0.0012374 ]

0.00281029          [ 0.00271395 0.00433065 0.000955107 ]

0.00326556          [ 0.00886547 0.0105774 0.000847474 ]

2.01271e-05          [ 0.283844 1.43839 0.1375 ]

0.00666267          [ 0.00518429 0.00169654 0.00041537 ]

0.0018437          [ 0.00613089 0.00309864 0.00150105 ]

0.0018868          [ 0.0174619 0.0171316 0.00201695 ]

2.26282e-05          [ 1.05735 1.32969 0.1375 ]

0.003019          [ 0.00529518 0.0080896 0.000749046 ]

0.00496007          [ 0.00170289 0.00321414 0.000454642 ]

0.0106353          [ 0.00377348 0.00317958 0.000305109 ]

0.00328722          [ 0.010287 0.00214978 0.000987133 ]

0.00725599          [ 0.00184443 0.00553088 0.000447206 ]

7.35609e-05          [ 0.0960674 0.181933 0.0441121 ]

0.00211897          [ 0.00793041 0.00405058 0.000980645 ]

0.00178801          [ 0.00870393 0.0138503 0.00153983 ]

0.00315325          [ 0.00773688 0.00503595 0.000781164 ]

1.66102e-05          [ 0.820875 1.13059 0.1375 ]

0.00654388          [ 0.00441565 0.00286404 0.000357027 ]

0.00893073          [ 0.0017066 0.00323551 0.000261607 ]

0.000588443          [ 0.03185 0.00864592 0.00397037 ]

0.00117727          [ 0.00432154 0.0129462 0.00198454 ]

0.00187606          [ 0.0076254 0.0123608 0.00118525 ]

0.00499197          [ 0.00172853 0.00269375 0.0004169 ]

0.00187205          [ 0.0123369 0.0154643 0.00120686 ]

0.00348947          [ 0.00112129 0.00661853 0.000647462 ]

1.64313e-05          [ 1.76187 0.594438 0.1375 ]

0.00163794          [ 0.00596321 0.00238881 0.00137936 ]

0.00231894          [ 0.0105188 0.0080304 0.0010673 ]

0.00762327          [ 0.00369857 0.00381918 0.000426057 ]

2.18321e-05          [ 1.34613 0.860968 0.1375 ]

0.00695859          [ 0.00449658 0.00552063 0.000457191 ]

0.0059473          [ 0.00132147 0.00526119 0.000534933 ]

0.0011277          [ 0.0340657 0.0132883 0.00282116 ]

0.000664236          [ 0.02256 0.0118319 0.00478957 ]

1.62858e-05          [ 0.928805 1.25579 0.1375 ]

1.47087e-05          [ 1.49528 1.08272 0.1375 ]

1.55917e-05          [ 1.0834 0.507943 0.1375 ]

0.00870914          [ 0.00382013 0.00345087 0.000316698 ]

0.00540496          [ 0.00186213 0.00615546 0.000510303 ]

0.00447514          [ 0.00671579 0.0015304 0.000616332 ]

2.00594e-05          [ 0.341424 0.501746 0.1375 ]

2.30401e-05          [ 1.74704 1.50771 0.1375 ]

0.000805639          [ 0.0140788 0.0499626 0.00393229 ]

0.00210469          [ 0.0165049 0.00276917 0.00150521 ]

0.00246846          [ 0.00236109 0.00459494 0.00128339 ]

1.67177e-05          [ 1.25472 0.892525 0.1375 ]

0.000491985          [ 0.0656118 0.0435676 0.00720438 ]

0.0067965          [ 0.00449224 0.00436677 0.000388493 ]

0.00756756          [ 0.00115321 0.00403452 0.000348909 ]

0.00163802          [ 0.0181187 0.00480718 0.00161194 ]

0.000283931          [ 0.027733 0.0307363 0.00929942 ]

0.0103892          [ 0.00289494 0.00352284 0.000288605 ]

0.0049414          [ 0.00141927 0.00608658 0.000606788 ]

0.00462125          [ 0.00791987 0.00292922 0.000648826 ]

2.18064e-05          [ 0.620763 0.321611 0.1375 ]

0.00325611          [ 0.00799642 0.00722698 0.000827844 ]

0.00449024          [ 0.00498048 0.00278761 0.000570017 ]

1.30558e-05          [ 1.32125 1.46341 0.1375 ]

0.00133905          [ 0.00523379 0.0128871 0.00134114 ]

0.000388562          [ 0.0498979 0.0231387 0.00468947 ]

0.00345575          [ 0.00260489 0.00206155 0.000527915 ]

0.00612345          [ 0.00386866 0.00319185 0.000439882 ]

0.00661602          [ 0.00360628 0.00367234 0.00029116 ]

0.00182739          [ 0.0020373 0.0130564 0.00105414 ]

0.00680069          [ 0.00357262 0.000611703 0.000283254 ]

0.000145093          [ 0.0286713 0.0256591 0.0132765 ]

0.00727777          [ 0.00292612 0.00448376 0.00036121 ]

0.00344771          [ 0.00162585 0.00617675 0.000762479 ]

0.0041054          [ 0.00794849 0.00412665 0.000640328 ]

1.91186e-05          [ 0.88613 0.293194 0.1375 ]

0.00277222          [ 0.0100049 0.00975536 0.00117969 ]

2.28051e-05          [ 1.77778e-35 1.13726e-33 1.46166e-34 ]

0.00571268          [ 0.560592 1.43224 0.0720501 ]

0.00476626          [ 8.54577e-36 8.50611e-38 6.99361e-37 ]

0.0109243          [ 0.748965 0.460395 0.0376774 ]

0.00630604          [ 0.00317306 0.00538097 0.000473602 ]

0.00255275          [ 0.012883 0.00888055 0.00113154 ]

0.00385114          [ 0.00246893 0.00519576 0.000775503 ]

1.99597e-05          [ 1.07895 0.43539 0.1375 ]

1.72416e-05          [ 1.3964 1.0714 0.1375 ]

0.00909056          [ 0.000981553 0.0040752 0.000299951 ]

0.000898331          [ 0.00291153 0.00993271 0.00303532 ]

0.00750547          [ 0.00493585 0.00409548 0.000363298 ]

0.000861107          [ 0.0356965 0.00303739 0.00316653 ]

0.0040482          [ 0.00358665 0.00218565 0.000462449 ]

0.00761724          [ 0.00378356 0.00455991 0.00033631 ]

0.00111699          [ 0.00226324 0.0258017 0.00229344 ]

0.00863855          [ 0.0040208 0.000977202 0.00029655 ]

0.000794924          [ 0.0106194 0.0031802 0.00322264 ]

0.000726483          [ 0.0410524 0.0348344 0.00407724 ]

0.00129281          [ 0.0183825 0.0102192 0.00220617 ]

0.00223582          [ 0.0104814 0.00551066 0.00122564 ]

0.00370131          [ 0.00655545 0.0083312 0.000802496 ]

0.00526429          [ 0.00381824 0.00501443 0.000473127 ]

0.00255625          [ 0.00483826 0.00949194 0.00116197 ]

7.66194e-05          [ 0.128305 0.26234 0.0325072 ]

0.00337551          [ 0.0087134 0.00535524 0.000841458 ]

0.00687684          [ 0.00387756 0.00236933 0.000366383 ]

0.0017932          [ 0.00945391 0.00614671 0.00147703 ]

0.00143806          [ 0.0110902 0.00676012 0.00171226 ]

0.00292555          [ 0.0116589 0.00146197 0.000840459 ]

0.000535535          [ 0.00798653 0.003092 0.00459131 ]

0.00439809          [ 0.00715933 0.00775532 0.000559062 ]

0.00364714          [ 0.000454021 0.00863346 0.000674175 ]

0.00164452          [ 0.00788687 0.00758643 0.00122449 ]

0.00409646          [ 0.00892689 0.000513031 0.000639643 ]

1.90565e-05          [ 0.110283 0.0810408 0.1375 ]

0.000850689          [ 0.0454051 0.0020656 0.00329932 ]

0.000355754          [ 0.00493932 0.00618128 0.00788943 ]

0.00935253          [ 0.00385044 0.00391002 0.000280167 ]

0.00480927          [ 0.00812337 0.0080315 0.000583601 ]

0.00727368          [ 0.000212321 0.00495092 0.00036024 ]

0.00630257          [ 0.000348908 0.00619866 0.000445326 ]

0.00572073          [ 0.00506139 0.00547511 0.000462652 ]

0.00151103          [ 0.00474902 0.0191623 0.00175159 ]

0.0069952          [ 0.00447758 0.00136417 0.00037836 ]

0.000795135          [ 0.0120013 0.00902478 0.00332862 ]

0.00222089          [ 0.00939269 0.00782872 0.00155576 ]

0.00514741          [ 0.00309936 0.00411897 0.000410497 ]

0.00186666          [ 0.00447091 0.00749924 0.000994294 ]

0.00379766          [ 0.00410601 0.00688385 0.000683727 ]

0.00150266          [ 0.000554507 0.00832278 0.00186782 ]

0.00350303          [ 0.00357014 0.0114162 0.000801219 ]

0.00339929          [ 0.00833066 0.00024512 0.00082567 ]

0.00499338          [ 0.00800888 0.00567117 0.000562083 ]

0.00644074          [ 0.00431382 0.00478439 0.000402047 ]

0.00222191          [ 0.00308298 0.0125046 0.00116543 ]

0.00602653          [ 0.00511323 0.00163958 0.00042968 ]

0.000879344          [ 0.0112368 0.00779003 0.00294479 ]

0.00664791          [ 0.00409618 0.00542542 0.000566195 ]

0.00257167          [ 0.00709926 0.0104305 0.00144049 ]

0.00035701          [ 0.088504 0.0807333 0.00704246 ]

0.00279979          [ 0.0102945 0.00177648 0.000898006 ]

1.82853e-05          [ 0.423729 1.72799 0.1375 ]

0.00169253          [ 0.00293867 0.00457777 0.00148549 ]

0.00516573          [ 0.00488458 0.00376511 0.000384636 ]

0.00707499          [ 0.00133586 0.00356643 0.000280838 ]

3.99524e-05          [ 0.486818 0.091817 0.0497324 ]

0.00128835          [ 0.0028473 0.00733591 0.00154223 ]

0.00752445          [ 0.00359631 0.00319175 0.000293299 ]

0.00134987          [ 0.0177915 0.00373393 0.00163491 ]

0.00801583          [ 0.00100855 0.00337585 0.000275319 ]

0.000306783          [ 0.0164296 0.0263521 0.00719373 ]

0.00272434          [ 0.0109897 0.0105414 0.00103881 ]

2.05823e-05          [ 0.604697 1.45463 0.1375 ]

0.00541762          [ 0.005293 0.00206891 0.000521627 ]

0.00193263          [ 0.00580806 0.00643994 0.00146435 ]

2.19873e-05          [ 1.11615 0.6293 0.1375 ]

0.00598172          [ 1.37006 0.535684 0.0688848 ]

2.07782e-05          [ 1.24754e-33 1.77778e-35 1.60425e-34 ]

0.0107662          [ 0.467821 0.761205 0.0382723 ]

0.00434264          [ 8.50611e-38 9.38253e-36 7.67582e-37 ]

0.004746          [ 0.00822608 0.00495703 0.000624133 ]

0.00384949          [ 0.00508107 0.0101419 0.000769488 ]

0.00245009          [ 0.00960212 0.0016508 0.00120899 ]

0.0021025          [ 0.00192371 0.00930301 0.00140887 ]

0.00628254          [ 0.0029524 0.00316646 0.000363952 ]

1.7873e-05          [ 1.50785 1.6866 0.1375 ]

0.00183211          [ 0.00305735 0.0147096 0.00134137 ]

1.7873e-05          [ 1.6866 0.492155 0.1375 ]

0.00217314          [ 0.00404772 0.00257756 0.00113087 ]

0.00486914          [ 0.00702057 0.00763313 0.000578898 ]

0.00292455          [ 0.00131063 0.0116887 0.000963819 ]

1.78702e-05          [ 1.68909 1.78757 0.1375 ]

0.00377981          [ 0.00983297 0.00180316 0.000745734 ]

0.000687686          [ 0.0464517 0.00807928 0.00357306 ]

0.00251536          [ 0.00150919 0.012 0.000976857 ]

0.00072328          [ 0.00942321 0.00529945 0.00389715 ]

0.00119721          [ 0.0046408 0.00317083 0.00205239 ]

0.00291352          [ 0.00945039 0.0108499 0.000916083 ]

1.94111e-05          [ 0.371474 1.41846 0.1375 ]

0.00610436          [ 0.00517849 0.00184921 0.000437232 ]

0.00203383          [ 0.00555026 0.00354539 0.00131231 ]

0.00464958          [ 0.00278585 0.00280231 0.000460252 ]

0.00447412          [ 0.0101346 0.00815282 0.000722114 ]

0.00319775          [ 0.011407 0.000516072 0.00101034 ]

0.00471333          [ 0.00223135 0.00962027 0.000685464 ]

0.000932592          [ 0.00176955 0.0112773 0.00346435 ]

0.00325897          [ 0.00693221 0.00545819 0.00110985 ]

2.24173e-05          [ 1.74259 1.47625 0.1375 ]

0.00427372          [ 0.00274725 0.00914056 0.000721241 ]

2.24173e-05          [ 1.47625 0.257409 0.1375 ]

0.00279889          [ 0.00206169 0.00419487 0.00110129 ]

0.00702786          [ 0.00384149 0.0046907 0.000353372 ]

0.00334565          [ 0.000943685 0.00806941 0.000742291 ]

0.00592718          [ 0.00556177 0.00153959 0.000418993 ]

0.000714709          [ 0.012768 0.00441752 0.00347477 ]

0.00386187          [ 0.00998209 0.00817035 0.000750338 ]

0.000642035          [ 0.049145 0.00560557 0.00451332 ]

0.00658674          [ 0.00160864 0.00585259 0.000439931 ]

0.00201173          [ 0.001789 0.00526696 0.00144041 ]

0.00336731          [ 0.00565825 0.00757376 0.00103985 ]

0.00483506          [ 0.00322176 0.00232148 0.000373505 ]

0.00123641          [ 0.0306795 0.0229147 0.00219006 ]

1.96932e-05          [ 1.43867 0.0738292 0.1375 ]

0.00441651          [ 0.00250297 0.0085888 0.000613113 ]

0.00221157          [ 0.000657421 0.00499842 0.00122439 ]

0.00389531          [ 0.00323552 0.00563412 0.0005384 ]

0.00562421          [ 0.00427852 0.00348322 0.00040895 ]

1.91995e-05          [ 0.56452 0.82988 0.1375 ]

0.00359793          [ 0.00613736 0.00295828 0.000720821 ]

0.00421762          [ 0.00856059 0.0106249 0.000757313 ]

0.00340094          [ 0.000484342 0.0106163 0.000939169 ]

0.00483569          [ 0.00926689 0.00214111 0.000660518 ]

0.00096523          [ 0.0107267 0.00170656 0.00330912 ]

0.0085409          [ 0.00345441 0.00457168 0.000341476 ]

0.00249348          [ 0.00135381 0.0118323 0.00116965 ]

0.00696911          [ 0.00560275 0.00185364 0.000418491 ]

0.00124036          [ 0.0104149 0.00272155 0.00235133 ]

0.00594419          [ 0.0033682 0.00385533 0.000351314 ]

0.000274794          [ 0.0271407 0.072859 0.00759941 ]

0.00650496          [ 0.00339529 0.0015327 0.000309467 ]

0.00089853          [ 0.0110972 0.00800691 0.00224063 ]

2.2278e-05          [ 1.509 1.4467 0.1375 ]

0.00234287          [ 0.0052613 0.0143489 0.00130747 ]

0.00183253          [ 0.0175874 0.00596911 0.00167158 ]

0.00301294          [ 0.00363053 0.00409119 0.00101669 ]

2.09959e-05          [ 1.04193 1.69748 0.1375 ]

0.00136782          [ 0.00464363 0.0159935 0.00211061 ]

0.00137252          [ 0.0259666 0.0146557 0.00210335 ]

0.0040337          [ 0.00498682 0.00157462 0.000715695 ]

0.00704439          [ 0.00325816 0.00504295 0.000371755 ]

0.000938867          [ 0.00273414 0.0244462 0.00278931 ]

0.00924924          [ 0.0038408 0.00163686 0.000283136 ]

0.00180379          [ 0.0083933 0.00142311 0.00145183 ]

0.00712017          [ 0.00386803 0.00365689 0.000410215 ]

0.00524072          [ 0.00487658 0.00279642 0.000547165 ]

0.00535411          [ 0.00848054 0.00529131 0.0006065 ]

0.00428357          [ 0.0066137 0.000426579 0.000758076 ]

0.00198291          [ 0.00953282 0.0228985 0.00163763 ]

8.24147e-05          [ 0.0221718 0.229361 0.0394016 ]

0.00238392          [ 0.00812241 0.0138433 0.00102892 ]

1.7839e-05          [ 0.15005 1.08544 0.1375 ]

0.00803259          [ 0.00410843 0.00203109 0.000305364 ]

0.00329826          [ 0.00494653 0.000811565 0.000743686 ]

0.00481925          [ 0.00293503 0.00382463 0.000501602 ]

0.00147082          [ 0.0282654 0.0226881 0.0021283 ]

0.00403914          [ 0.00301108 0.0102926 0.000775002 ]

2.27661e-05          [ 1.46578 0.173898 0.1375 ]

0.00273811          [ 0.00144588 0.00444181 0.00114325 ]

0.00244302          [ 0.00909379 0.0113338 0.00124717 ]

0.00435217          [ 0.00680463 0.00974153 0.000681514 ]

0.00512712          [ 0.00014549 0.00577613 0.000578505 ]

0.000976017          [ 0.0434386 0.0138603 0.00303895 ]

2.15714e-05          [ 0.627121 0.0345802 0.1375 ]

0.00585793          [ 0.00328416 0.0039534 0.000434906 ]

0.00872673          [ 0.00297211 0.0024639 0.000249064 ]

0.00444732          [ 0.00783002 0.00645306 0.000645485 ]

0.00246689          [ 0.00871614 0.00230164 0.000881074 ]

0.00581733          [ 0.00173842 0.00445855 0.000373627 ]

0.00267979          [ 0.0107094 0.00258703 0.00107123 ]

0.00374434          [ 0.00348699 0.00930007 0.000766671 ]

1.58074e-05          [ 0.359193 0.639764 0.1375 ]

0.00131119          [ 0.00528732 0.00995771 0.00218936 ]

0.00923785          [ 0.00175362 0.00380686 0.000294177 ]

0.00120202          [ 0.00362803 0.0134771 0.00226084 ]

0.00760325          [ 0.0046253 0.00306824 0.000357422 ]

0.00105738          [ 0.0220625 0.00412429 0.00257008 ]

0.00855427          [ 0.00503318 0.00395191 0.000359202 ]

0.00199963          [ 0.016906 0.000819557 0.00153664 ]

0.00814343          [ 0.00133707 0.00528711 0.000377324 ]

0.00120478          [ 0.00136026 0.00903763 0.00255044 ]

0.00140953          [ 0.0148133 0.0215903 0.00154958 ]

0.00406157          [ 0.000329351 0.0051408 0.000537765 ]

1.58849e-05          [ 1.91579 0.685559 0.1375 ]

0.000563204          [ 0.0193358 0.00237513 0.00387811 ]

0.00511255          [ 0.00274737 0.00344951 0.000536181 ]

0.00410999          [ 0.00840351 0.00750182 0.000800249 ]

0.000276965          [ 0.107942 0.0927349 0.0101104 ]

0.00652563          [ 0.00254551 0.0051691 0.000493015 ]

0.00372058          [ 0.0045483 0.00903675 0.000847731 ]

2.39201e-05          [ 1.28897 0.556096 0.1375 ]

0.000878852          [ 0.0292249 0.0123278 0.00318624 ]

0.00230948          [ 0.00567694 0.00723813 0.00140098 ]

0.00354745          [ 0.00324147 0.0044887 0.000836102 ]

0.00496034          [ 0.00915621 0.0110688 0.000801648 ]

0.00423829          [ 0.000692254 0.0107161 0.000938219 ]

0.00479502          [ 0.0114505 0.00259045 0.000829286 ]

0.00115589          [ 0.0107461 0.00253828 0.00344016 ]

0.00500086          [ 0.0104884 0.00867057 0.00075823 ]

0.00386569          [ 0.0112167 0.000699134 0.000980886 ]

0.00467202          [ 0.00252422 0.0112266 0.000811599 ]

0.001073          [ 0.00251877 0.0109909 0.00353384 ]

0.0078659          [ 0.00266152 0.00421526 0.00030638 ]

0.00297068          [ 0.000638591 0.0070473 0.000811247 ]

0.00692485          [ 0.00478809 0.00203883 0.000348015 ]

0.000500525          [ 0.0282076 0.00379011 0.00481485 ]

0.00531502          [ 0.00670792 0.000538689 0.000544496 ]

0.000992033          [ 0.0395466 0.0359391 0.00291725 ]

0.000626077          [ 0.00457314 0.0102893 0.00462245 ]

2.10473e-05          [ 0.306069 1.86397 0.1375 ]

0.00531187          [ 0.007012 0.00742052 0.00061841 ]

0.00475932          [ 0.00709527 0.00728955 0.000621189 ]

0.00352494          [ 0.00237273 0.0105667 0.000931907 ]

0.00341293          [ 0.00243468 0.00989434 0.000866246 ]

0.00361949          [ 0.0108902 0.00291028 0.000907562 ]

0.00357675          [ 0.00969967 0.00258168 0.00082657 ]

0.00130544          [ 0.00806908 0.0064068 0.00251632 ]

0.00125088          [ 0.00738204 0.00664284 0.00236348 ]

0.00700134          [ 0.00401305 0.00395114 0.000379982 ]

0.00430121          [ 0.00732521 0.00721041 0.00068178 ]

0.00160544          [ 0.00687242 0.0175009 0.0016571 ]

0.00374852          [ 0.00310542 0.00840527 0.000782304 ]

0.00599876          [ 0.0044427 0.00170291 0.000427467 ]

0.00301064          [ 0.0101682 0.00365577 0.000961877 ]

0.000521087          [ 0.0203416 0.0211736 0.00510546 ]

0.00159191          [ 0.00700225 0.00731243 0.00184211 ]

0.00785841          [ 0.00516623 0.000705295 0.000368635 ]

0.000453248          [ 0.0122284 0.00339369 0.00639139 ]

0.00843528          [ 0.00433821 0.00481292 0.000343425 ]

0.00310833          [ 0.000494858 0.0117729 0.000931975 ]

0.00358867          [ 0.0101177 0.000388853 0.000802512 ]

0.00868342          [ 0.00466345 0.00418143 0.000331661 ]

0.00050077          [ 0.00278664 0.0111449 0.00575104 ]

0.00699313          [ 0.000798074 0.00579064 0.000411825 ]

0.00372255          [ 0.00380955 0.00500473 0.000572302 ]

0.00022447          [ 0.0238406 0.00433703 0.00996436 ]

0.00739105          [ 0.00427008 0.000724053 0.000302623 ]

0.00351365          [ 0.000277072 0.00773623 0.000636576 ]

0.00905736          [ 0.00300113 0.0034845 0.000246949 ]

0.00793277          [ 0.00375421 0.00322557 0.000265267 ]

0.00305373          [ 0.00837917 0.000270723 0.000689092 ]

0.00729146          [ 0.000688514 0.00408441 0.000288598 ]

0.000318313          [ 0.00259718 0.0157715 0.0066108 ]

0.00742957          [ 0.00390245 0.00393797 0.000437471 ]

0.00517135          [ 0.00518819 0.00322367 0.000576183 ]

0.00258385          [ 0.0084639 0.0107446 0.00112781 ]

0.000838883          [ 0.0168128 0.0308183 0.00289589 ]

0.00339705          [ 0.00716472 0.0058796 0.000672884 ]

0.000635574          [ 0.0146463 0.0217988 0.00375351 ]

0.00533956          [ 0.00389881 0.00174078 0.000446163 ]

0.0094066          [ 0.00221711 0.0020367 0.000201761 ]

0.00513083          [ 0.00164637 0.00406473 0.000369899 ]

0.0022124          [ 0.00865953 0.00305108 0.000857839 ]

1.38028e-05          [ 0.489047 0.611994 0.1375 ]

0.00160651          [ 0.000960462 0.0082544 0.00154004 ]

0.00313203          [ 0.00423392 0.0109972 0.000789929 ]

0.00250543          [ 0.00907065 0.00061586 0.000987489 ]

0.00450661          [ 0.00764292 0.00504279 0.00054899 ]

0.0019718          [ 0.0061701 0.00824458 0.00123597 ]

0.00333136          [ 0.00617882 0.00700398 0.000809222 ]

0.00199845          [ 0.0148623 0.0139706 0.00166178 ]

0.00458398          [ 1.78551 0.81363 0.0898114 ]

2.23774e-05          [ 1.34947e-33 1.77778e-35 1.4896e-34 ]

0.00852004          [ 0.528661 0.960646 0.0483207 ]

0.0041995          [ 9.47306e-38 8.68412e-36 7.93745e-37 ]

0.00283153          [ 0.00627267 0.00911624 0.000664605 ]

0.00404257          [ 0.000385751 0.00439355 0.000465508 ]

1.36862e-05          [ 1.88606 0.702249 0.1375 ]

0.000626719          [ 0.0153356 0.00248824 0.0030027 ]

0.00312596          [ 0.00491204 0.00562166 0.000717433 ]

1.86033e-05          [ 0.922767 1.05597 0.1375 ]

0.00623938          [ 0.00239703 0.00416851 0.000306533 ]

0.00170703          [ 0.00106051 0.0087614 0.00112041 ]

0.00818524          [ 0.00317754 0.00157152 0.000233661 ]

0.00105084          [ 0.012241 0.00172273 0.00182004 ]

0.00125038          [ 0.0257304 0.0251169 0.00209401 ]

0.00582084          [ 0.00521247 0.00495624 0.000417256 ]

0.0048471          [ 0.00137791 0.00663752 0.000540181 ]

1.90423e-05          [ 1.64926 0.310456 0.1375 ]

0.000406379          [ 0.0709914 0.0122713 0.00597664 ]

0.00672336          [ 0.000963548 0.00451276 0.000361245 ]

0.00147384          [ 0.00401115 0.00453161 0.00177653 ]

0.000694202          [ 0.00718351 0.00933198 0.00349867 ]

0.00180886          [ 0.010561 0.0143275 0.00135247 ]

1.77923e-05          [ 0.543392 1.07369 0.1375 ]

0.00571588          [ 0.00498402 0.00316832 0.000471111 ]

0.00319437          [ 0.00518941 0.0030431 0.000770241 ]

0.000642186          [ 0.0262008 0.037514 0.00393544 ]

0.00361121          [ 0.00549763 0.00776317 0.000571211 ]

0.00347567          [ 0.000566621 0.00571202 0.000593487 ]

0.00141491          [ 0.0198136 0.00717414 0.00145788 ]

0.000249856          [ 0.0406264 0.0078821 0.00825582 ]

0.00111242          [ 0.0368512 0.0255156 0.00258478 ]

2.09118e-05          [ 1.35733 0.0396622 0.1375 ]

0.0060337          [ 0.00222738 0.00679419 0.000476551 ]

0.00314118          [ 0.000264043 0.00427844 0.000915377 ]

0.00188648          [ 0.00888964 0.016632 0.00127572 ]

0.00350972          [ 0.00103413 0.0047782 0.000685702 ]

1.75027e-05          [ 1.79263 1.04186 0.1375 ]

0.000666125          [ 0.0273752 0.0054487 0.00361287 ]

1.66521e-05          [ 1.08565 1.27525 0.1375 ]

1.75261e-05          [ 0.888853 0.786317 0.1375 ]

0.00101954          [ 0.0103593 0.033903 0.00259201 ]

1.92194e-05          [ 1.79847 1.45046 0.1375 ]

0.00243951          [ 0.0015877 0.00432946 0.00108328 ]

0.000841607          [ 0.0331236 0.00460215 0.00314003 ]

0.00272761          [ 0.00915438 0.00845335 0.00108244 ]

0.00929567          [ 0.00337675 0.00371403 0.000277089 ]

0.00556444          [ 0.000528498 0.00564103 0.000462891 ]

0.00475361          [ 0.00726277 0.00127819 0.000541847 ]

1.87326e-05          [ 0.324354 0.156988 0.1375 ]

0.00245892          [ 0.00632612 0.00727789 0.00104668 ]

0.000719197          [ 0.0223728 0.0247388 0.0036638 ]

0.00602845          [ 0.00328352 0.00377594 0.000425608 ]

0.000860039          [ 0.0246247 0.0292209 0.00254902 ]

0.00385128          [ 0.0017543 0.00549901 0.000569229 ]

1.61463e-05          [ 1.57608 0.672014 0.1375 ]

0.00187495          [ 0.00578709 0.00365061 0.00118409 ]

0.00763262          [ 0.00513896 0.00547839 0.000407404 ]

0.00289545          [ 0.00117961 0.0135467 0.00107395 ]

0.00758634          [ 0.00551181 0.000791712 0.00040989 ]

0.000483888          [ 0.0124124 0.00705847 0.0064262 ]

0.00652284          [ 0.00450712 0.00436718 0.000477172 ]

0.00567615          [ 0.00482489 0.00268469 0.000527166 ]

0.00508738          [ 0.00672573 0.00490893 0.000480724 ]

0.0026873          [ 0.00929317 0.000504727 0.000910066 ]

0.00346645          [ 0.00305763 0.00987072 0.000705512 ]

0.00118389          [ 0.00114568 0.00895284 0.00206576 ]

0.00298949          [ 0.00727694 0.00494204 0.00088995 ]

0.00268497          [ 0.0106905 0.00708607 0.00126713 ]

0.00107541          [ 0.0337935 0.0322095 0.0026388 ]

0.00441791          [ 0.00784049 0.00111708 0.000642341 ]

2.06386e-05          [ 0.321657 1.76088 0.1375 ]

0.00117696          [ 0.00419313 0.0056404 0.00241112 ]

0.005028          [ 0.00681586 0.00641773 0.00053655 ]

0.000491189          [ 0.0656944 0.0101186 0.00549233 ]

0.00638677          [ 0.00109162 0.00536581 0.0004224 ]

0.000920883          [ 0.00539715 0.00757093 0.00292955 ]

0.00500143          [ 0.00470998 0.00311872 0.000462931 ]

0.00370084          [ 0.00400055 0.00265328 0.000608775 ]

0.00210286          [ 0.0072015 0.0121145 0.00103399 ]

1.58134e-05          [ 0.389003 0.95766 0.1375 ]

0.00733927          [ 0.00347217 0.00224631 0.000296347 ]

0.00362995          [ 0.00448855 0.0016742 0.000592076 ]

0.00306281          [ 0.00677795 0.00723489 0.000879911 ]

0.00314653          [ 0.00631971 0.00684279 0.000810478 ]

0.00959587          [ 0.00372353 0.00303006 0.000296349 ]

0.00290195          [ 0.0100195 0.00194104 0.000979936 ]

0.00714887          [ 0.00171878 0.00499807 0.000397787 ]

0.000169046          [ 0.0333213 0.0726864 0.0168223 ]

0.00245597          [ 0.00434779 0.00758353 0.000857916 ]

